name_1,name_2,prediction,token_set_ratio,label,error
swear,swaer,True,True,1.0,False
sheraton international inc,atr international,False,True,0.0,False
millennium,milennium millenium,True,False,1.0,False
mops international,emser international,False,True,0.0,False
syngenta crop protection,sygenta crop protection,False,True,1.0,True
receiving,receving recieving,True,False,1.0,False
passengers,pasengers,True,True,1.0,False
retrieve,retreive,True,True,1.0,False
colorado womens bar association,two colorado bankers association,False,True,0.0,False
national education association,national funeral directors association,False,True,0.0,False
marathon oil company,marathon oil company committee,True,True,1.0,False
transcendent,transcendant trancendent,True,False,1.0,False
guinness,guiness,True,True,1.0,False
christine largeron,christine largeron leteno,True,True,1.0,False
abbreviated,abreviated,True,True,1.0,False
annulled,anulled annuled,True,False,1.0,False
bob mungamuru,bobji mungamuru,True,True,1.0,False
jeb hensarling r,jeb hansarling r,True,True,1.0,False
accommodating,accomadating accomodating,True,False,1.0,False
louisiana hospital association,hospital association,False,True,0.0,False
linkedin corp,kidron inc,False,False,0.0,False
technicians,techicians,True,True,1.0,False
supposing,suposing,True,True,1.0,False
safari club international,lci international,False,True,0.0,False
american dental education association,caledonia education association,False,True,0.0,False
multipliers,multiplers,True,True,1.0,False
stb enterprises inc,mestre enterprises inc,False,True,0.0,False
joan mas,joan mas romeu,True,True,1.0,False
consumer action,amyx construction,True,False,0.0,True
sea land service,lander services,False,True,0.0,False
rutgers,outrageous waters,True,False,0.0,True
terrestrial,terrestial,True,True,1.0,False
mitch weintraub,mitchel weintraub,True,True,1.0,False
national club association,national beer association,False,True,0.0,False
queensland,queenland,True,True,1.0,False
pricewaterhousecoopers,price water house coopers,False,False,1.0,True
crown,crowm,True,True,1.0,False
satiric,satric,True,True,1.0,False
emile j c kelkboom,emile kelkboom,True,True,1.0,False
prima corporation,primogenitor corp,False,False,0.0,False
mark udall d,jared polis d,False,False,0.0,False
uniroyal inc,solutionary inc,False,False,0.0,False
allen west r,adam hasner r,False,False,0.0,False
texas bankers association,texas bankers associatio,False,True,1.0,True
allstate enterprises inc,sabel enterprises in,False,False,0.0,False
s v n vishwanathan,vishy vishwanathan,True,True,1.0,False
assassination,assassintation assosication assasination,True,False,1.0,False
directly,driectly,True,True,1.0,False
cornelis h slump,kees slump,True,False,1.0,False
generally,generaly,True,True,1.0,False
potomac electric power co,potomac electric power,False,True,1.0,True
liberty mutual insurance co,liberty mutual insurance co pac texas,False,True,1.0,True
pen american center,nexen tire america inc,False,False,0.0,False
control,controll,True,True,1.0,False
forfeit,forfiet,True,True,1.0,False
inmotion inc,national millwork inc,True,False,0.0,True
bay tankers inc,rak inc,False,False,0.0,False
new jersey education association,seward education association,False,True,0.0,False
time warner,american water,False,False,0.0,False
colonnade,collonade,True,True,1.0,False
government finance officers association,blankenship ballet company,False,False,0.0,False
altria group inc,altria group inc pac,False,True,1.0,True
new york state broadcasters association,new york state bankers association,False,True,0.0,False
cetus corporation,certes corporation,False,True,0.0,False
genealogical,geneological,True,True,1.0,False
ro khanna d,ron cohen r,True,False,0.0,True
essex group inc,lexen group inc,False,True,0.0,False
disposition,dispostion,True,True,1.0,False
lexmark international,hallmark international,False,True,0.0,False
created,creaeted,True,True,1.0,False
john conyers d,john conyers jr d,True,True,1.0,False
american association of health plans,virginia association of health plans,False,True,0.0,False
comprehensive,comphrehensive,True,True,1.0,False
inherently,inherantly,True,True,1.0,False
consumer alert,mena courts,False,False,0.0,False
eva altenbernd giani,eva giani,True,True,1.0,False
national association of wheat growers,national association of realtors,False,True,0.0,False
macromedia inc,carma inc,False,False,0.0,False
reminiscent,reminescent remenicent reminscent reminsicent,True,False,1.0,False
collective,colelctive,True,True,1.0,False
libertarian party of washington,libertarian party of iowa,False,True,0.0,False
colorado bar association,calabro association,False,False,0.0,False
flourish,fluorish,True,True,1.0,False
dimensions,dimenions dimentions,True,False,1.0,False
association of louisiana electric cooperatives inc,association of illinois electric cooperatives,True,True,0.0,True
connecticut retail merchants association,ct retail merchants association inc,False,True,1.0,True
alex doboli,alexa doboli,True,True,1.0,False
eduardo casilari,eduardo casilari perez,True,True,1.0,False
infact,aftco inc,False,False,0.0,False
national royalty owners association,national notary association,False,True,0.0,False
consumer action,turner communications,False,False,0.0,False
arguments,arguements,True,True,1.0,False
peloponnesus,peloponnes,True,True,1.0,False
recreational,recrational,True,True,1.0,False
national alliance for partnerships in equity,ireland realty management,False,False,0.0,False
pacific telesis group,pacific telesis group wash,False,True,1.0,True
arizona education association,caledonia education association,False,True,0.0,False
prison law office,pirayou law offices,False,True,0.0,False
nvidia corp,diva corp,False,True,0.0,False
ohio league of savings associations,idaho league of savings association,False,True,0.0,False
arid operations inc,aero sport inc,False,False,0.0,False
magnificent,magnificient,True,True,1.0,False
baker botts,baker botts,True,True,1.0,False
summit communications inc,cummings communications,False,True,0.0,False
traffic,trafic,True,True,1.0,False
decrees,decress,True,True,1.0,False
ceremonious,cerimonious,True,True,1.0,False
judicial,juducial judical,True,False,1.0,False
ron paul r,bill flores r,False,False,0.0,False
bayer corp,bartes corp,True,True,0.0,True
unilaterally,unilatreally unilateraly,True,False,1.0,False
scenic hudson inc,second housing co inc,False,False,0.0,False
the,tghe thge teh tje tjhe,True,False,1.0,False
ldds communications inc,4c communications inc,False,True,0.0,False
typical,typcial,True,True,1.0,False
terri a sewell d,terri sewell d,True,True,1.0,False
infact,fantastic fish,False,False,0.0,False
noticeably,noticably,True,True,1.0,False
exaggerate,exagerate exagerrate,True,False,1.0,False
mcmaster communications inc,ajs communications inc,False,True,0.0,False
comparable,comprable,True,True,1.0,False
mo brooks r,mark bray i,False,False,0.0,False
bruce graham,bruce p graham,True,True,1.0,False
hearst co,hearst corp,True,True,1.0,False
tongue,tounge,True,True,1.0,False
california attorneys for criminal justice,ca attorneys for criminal justice,True,True,1.0,False
contemporary,contempory contamporary contempoary,True,False,1.0,False
inclusion international,i international inc,False,True,0.0,False
subtraction,substraction,True,True,1.0,False
athenians,atheneans,True,True,1.0,False
magnolia,magolia,True,True,1.0,False
fleetguard inc,uc aft,False,False,0.0,False
california state bar,california state naacp,False,True,0.0,False
jose m sanchiz,jose miguel sanchiz marti,True,True,1.0,False
hearst co,chart house,True,False,0.0,True
holiday,holliday,True,True,1.0,False
john boehner r,tom poetter d,False,False,0.0,False
heredity,heridity,True,True,1.0,False
aligned,alligned,True,True,1.0,False
armco incorporated,mircon incorporated,False,True,0.0,False
united employers,cf industries employees,False,False,0.0,False
confides,confids,True,True,1.0,False
american international group inc,american international group emplo,True,True,1.0,False
tig insurance company,insurance company,False,True,0.0,False
american optometric association,virginia optometric association,False,True,0.0,False
already,allready alreayd aready,True,False,1.0,False
california franchise tax board,state of california franchise tax board,False,True,1.0,True
lutheran education association,paterson education association,False,True,0.0,False
shirley a becker,shirley ann becker,True,True,1.0,False
n v vinodchandran,n variyam vinodchandran,True,True,1.0,False
intelligent,inteligent,True,True,1.0,False
avco corporation,proac corporation,False,True,0.0,False
napco international inc,cryobanks international inc,False,True,0.0,False
atx communications inc,i communications inc,False,True,0.0,False
advocates international,sea watch international,False,False,0.0,False
atlas ventures,dels restaurant,False,False,0.0,False
facilities,facilites,True,True,1.0,False
inco ltd,iton llc,False,False,0.0,False
michael d muhlbaier,michael muhlbaier,True,True,1.0,False
silbond corporation,sybron corporation,False,True,0.0,False
wants,wnats whants,True,False,1.0,False
mediciny,mediciney,True,True,1.0,False
architects,archetects,True,True,1.0,False
sepracor inc,casper co,False,False,0.0,False
mpeg la llc,m3 eagle llc,False,False,0.0,False
misdemeanors,misdemenors misdameanors,True,False,1.0,False
kraco enterprises inc,enterprise snorac inc,False,True,0.0,False
international personnel management association,international management association,False,True,1.0,True
league,leage,True,True,1.0,False
service,sevice,True,True,1.0,False
canisters,cannisters,True,True,1.0,False
pennsylvania state troopers association,maine state troopers association,False,True,0.0,False
compassion international,lampson international,False,True,0.0,False
robert hurt r,frank wolf r,False,False,0.0,False
foretelling,fortelling,True,True,1.0,False
jose a moreno perez,jose andres moreno perez,True,True,1.0,False
times publishing company,rose publishing company,False,True,0.0,False
pregnancies,pregancies,True,True,1.0,False
generate,ganerate,True,True,1.0,False
jon barwise,k jon barwise,True,True,1.0,False
american club,cumbre inc,False,False,0.0,False
oklahoma cable television association,rim wheel svc,False,False,0.0,False
pete visclosky d,peter visclosky d,True,True,1.0,False
care net,katerine inc,False,False,0.0,False
vincent t y ng,vincent to yee ng,True,True,1.0,False
xo communications inc,xo communications llc,False,True,1.0,True
stb enterprises inc,bush enterprises inc,False,True,0.0,False
inaugurated,inagurated,True,True,1.0,False
altogether,alltogether,True,True,1.0,False
nsilco broadcasting corporation,sc coatings corporation,False,True,0.0,False
action apartment association,san antonio apartment association,False,True,0.0,False
disappearing,dissapearing,True,True,1.0,False
ernest w tollner,ernest william tollner,True,True,1.0,False
peninsular,penisular penninsular,True,False,1.0,False
fanaticism,fanatism,False,True,1.0,True
richard e neal d,richard neal d,True,True,1.0,False
naral pro choice new jersey,naral pro choice new jersey,False,True,1.0,True
public lands council,lulun oil inc,False,False,0.0,False
treehouse farms inc,petersen farms inc,False,True,0.0,False
richard granger,richard h granger,True,True,1.0,False
marriage,marrage marraige mariage,True,False,1.0,False
kiwanis international,main international,False,True,0.0,False
capital,captial,True,True,1.0,False
mamoun filali,mamoun filali amine,True,True,1.0,False
steven j vickers,steven vickers,True,True,1.0,False
rabea ameur boulifa,rabea boulifa,False,True,1.0,True
shire pharmaceuticals inc,sharp electric inc,False,False,0.0,False
urban mor,burr forman,False,False,0.0,False
san diego union,naiop san diego,False,True,0.0,False
cigna corporation,american ecology corporation,False,True,0.0,False
tim walz d,dan feehan d,False,False,0.0,False
state farm insurance co,fortier state farm insurance co,False,True,1.0,True
graceful,gracefull,True,True,1.0,False
broadly,broady,True,True,1.0,False
sovereign,soverign,True,True,1.0,False
amgen corporation,marginer corporation,False,True,0.0,False
tom rooney r,francis rooney r,False,True,0.0,False
expressed,exressed,True,True,1.0,False
angel fernando kuri morales,angel fernando kuri morales,False,True,1.0,True
premark international inc,pegmark international,False,True,0.0,False
residents,recidents,False,True,1.0,True
electrically,electricly,True,True,1.0,False
frank y shih,frank yeong chyang shih,True,True,1.0,False
pierce trading company,american trading company,False,True,0.0,False
candice s miller r,candice miller r,True,True,1.0,False
american international group inc,asian international group inc,False,True,0.0,False
abbreviation,abreviation,True,True,1.0,False
altnet,health stop inc,False,False,0.0,False
clearword communications group,ace communications group,False,True,0.0,False
south,sourth,True,True,1.0,False
new york state bar association,new york state bankers association,False,True,0.0,False
p raveendran,paramesran raveendran,True,True,1.0,False
cynthia m lummis r,cynthia lummis r,True,True,1.0,False
engineering,engeneering,True,True,1.0,False
amendment,ammendment admendment amendmant,True,False,1.0,False
real,rela,True,False,1.0,False
adam wuest inc,adams county winery,False,False,0.0,False
michael j prietula,michael prietula,True,True,1.0,False
jerrold l nadler d,jerrod nadler d,True,True,1.0,False
occasioned,ocasioned occassioned ocassioned,True,False,1.0,False
condemnation,comdemnation,True,True,1.0,False
bill keating d,william keating d,False,True,1.0,True
group,gropu,True,True,1.0,False
succeed,suceed,True,True,1.0,False
seattle times co,steve thomas electric,False,False,0.0,False
thiokol corporation,pilot corporation,False,True,0.0,False
engagement,engagment,True,True,1.0,False
maneuver,manuver,True,True,1.0,False
protuberances,protruberances,True,True,1.0,False
transition,transistion,True,True,1.0,False
macdermid inc,emc inc,False,False,0.0,False
montana hospital association,minn hospital association,False,True,0.0,False
easter seals inc,berline associates,False,False,0.0,False
time inc,m inc,False,True,0.0,False
circumcision,circumsicion,True,True,1.0,False
employs,imploys,True,True,1.0,False
rebound,rebounce,True,True,1.0,False
parliament,parliment,True,True,1.0,False
parents rights inc,atl enterprises inc,False,False,0.0,False
national automobile dealers association,minnesota automobile dealers association,False,True,0.0,False
fleet financial group inc,united financial group ltd,False,False,0.0,False
another,anohter,True,True,1.0,False
intel co,lipten co,True,False,0.0,True
stolle corporation,lodestar corporation,False,True,0.0,False
mysterious,mysterous misterious misteryous,True,False,1.0,False
national education association,caledonia education association,False,True,0.0,False
administered,adminstered,True,True,1.0,False
thoroughly,throughly,True,True,1.0,False
reason foundation,monarch foundations,False,False,0.0,False
c a s santos,celso alberto saibel santos,True,False,1.0,False
filofax incorporated,firo incorporated,False,True,0.0,False
harass,harras,True,True,1.0,False
alliance development fund,heartland development inc,False,False,0.0,False
alpha international,pala international inc,False,True,0.0,False
receives,recieves,True,True,1.0,False
american canoe association inc,korean americanacists associations inc,False,True,0.0,False
john lewis d,tom graves r,False,False,0.0,False
reached,reched,True,True,1.0,False
state insulation corp,alert insulation co,False,False,0.0,False
smelting,smealting,True,True,1.0,False
paternal involvement project,the law offices of kenneth s cannata p c,False,False,0.0,False
migration and refugee service,rutledge mortgage financial services,False,False,0.0,False
fred upton r,don cooney d,True,False,0.0,True
border action network,barter network inc,False,False,0.0,False
walther electric company,arc electric company,False,True,0.0,False
aesthetical,asthetical,True,True,1.0,False
recipient,recepient recipiant,True,False,1.0,False
puerto rican,puertorrican,True,True,1.0,False
immediately,emmediately immidately immediatly imediately immidiately immediatley,True,False,1.0,False
clark equipment company,marcy equipment co,False,False,0.0,False
new hampshire education association,memphis education association,False,True,0.0,False
intuitive,intutive,True,True,1.0,False
atari inc,aris optican,False,False,0.0,False
stb enterprises inc,rm enterprises inc,False,True,0.0,False
union asset management holding,south arkansas oral maxillofacial surgery,True,False,0.0,True
excerpt,exerpt,True,True,1.0,False
walker river paiute tribe,kelley kelley kelley sylvester irst name,False,False,0.0,False
summit communications inc,g curtis communications,False,True,0.0,False
golden rule insurance company,audrey moon insurance llc,False,False,0.0,False
dude ranchers association,united educators association,False,False,0.0,False
imation enterprises corp,amir enterprises inc,False,False,0.0,False
mike rogers r,dave camp r,False,False,0.0,False
bowater incorporated,trevarrow incorporated,False,False,0.0,False
volume,volumne,True,True,1.0,False
national council on alcoholism and drug dependence,national council on alcoholism and drug dependence south bay,False,True,1.0,True
storage technology corporation,aecom technology corporation,False,True,0.0,False
disciplined,disiplined,True,True,1.0,False
montana legal services association,ga financial services association,False,False,0.0,False
drumming,druming,True,True,1.0,False
easter seals inc,reese sales inc,False,True,0.0,False
american national county mutual insurance company,old american county mutual insurance company,False,True,0.0,False
share group inc,rjh group inc,False,True,0.0,False
michael emmerich,michael t m emmerich,True,True,1.0,False
subspecies,subpecies,True,True,1.0,False
rush holt d,eric beck r,False,False,0.0,False
ying dar jason lin,ying dar lin,True,True,1.0,False
david dreier r,david miller r,True,True,0.0,True
michigan regional council of carpenters,pacific nw regional council of carpenters,False,True,0.0,False
collaborations,colaborations,True,True,1.0,False
tennis player,tennisplayer,True,False,1.0,False
sunrise terrace inc,erie insurance,False,False,0.0,False
arvin industries inc,nl industries inc,False,True,0.0,False
correctors,correcters,True,True,1.0,False
televents inc,fr loesch investments,False,False,0.0,False
prerogative,perogative,True,True,1.0,False
balbir barn,balbir s barn,True,True,1.0,False
oak industries inc,picaso industries inc,False,True,0.0,False
coopers and lybrand,sanbord corp,False,False,0.0,False
chang jie tang,changjie tang,True,True,1.0,False
american stock yards association,ankrom moisan associated architects,False,False,0.0,False
assassinated,assasinated assasined,True,False,1.0,False
unaccompanied,unacompanied,True,True,1.0,False
arguably,argubly,True,True,1.0,False
allstate enterprises inc,titel enterprises inc,False,True,0.0,False
national rifle association,national sales inc,True,False,0.0,True
grace f napolitano d,grace napolitano d,True,True,1.0,False
montanans for limited terms,pennsylvania ohio south jersey joint board uni,False,False,0.0,False
capability,caperbility,True,True,1.0,False
bizarre,bizzare,True,True,1.0,False
abro industries inc,howard industries inc,False,True,0.0,False
sergio c b soares,sergio soares,True,True,1.0,False
bona shipping inc,spokane publishing inc,False,False,0.0,False
unknown,unkown,True,True,1.0,False
lci international inc,ric man international inc,False,True,0.0,False
myriad,myraid,True,True,1.0,False
concentrates,consentrates,True,True,1.0,False
consternation,constarnation,True,True,1.0,False
mops international,osp international,False,True,0.0,False
washington education association,mathews education association,False,True,0.0,False
alachua county democratic womens club,floyd county democratic womens club,False,True,0.0,False
accessible,accessable,True,True,1.0,False
apologetics,apolegetics,True,True,1.0,False
alpha international,philatron international,False,True,0.0,False
american council for the arts,american council of travel,False,True,0.0,False
receivership,recivership,True,True,1.0,False
royal electric inc,bay electric inc,False,True,0.0,False
riyaz sikora,riyaz t sikora,True,True,1.0,False
back,bcak bakc,True,False,1.0,False
military,miltary millitary miliary miliraty,True,False,1.0,False
octahedra,octohedra,False,True,1.0,True
reorganisation,reorganision,True,True,1.0,False
dorr business association,oregon business association,False,True,0.0,False
atx communications inc,jaye communications inc,False,True,0.0,False
palette,pallete,True,True,1.0,False
national association of social workers,pace national association of social workers,False,True,0.0,False
seizure,siezure,True,True,1.0,False
really,realyl realy raelly relaly,True,False,1.0,False
connecticut association for retarded children,beimdiek insurance agency,False,False,0.0,False
sbc communications inc,sbc commnications,False,True,1.0,True
joseph r pitts r,joseph pitts r,True,True,1.0,False
iowa state education association,seward education association,False,True,0.0,False
north carolina sheriffs association,north carolina forestry association,False,True,0.0,False
minuscule,miniscule,True,True,1.0,False
washington forest protection association,washington forest protection associationwfpa,False,True,1.0,True
minnesota federation of teachers,kean federation of teachers,False,True,0.0,False
dreyfus corporation,dreyfus corporation the,False,True,1.0,True
westlake transportation inc,allwest transportation inc,False,True,0.0,False
target corporation,ventura corporation,False,True,0.0,False
reinhold huber,reinhold huber mork,True,True,1.0,False
duplicate,dupicate,True,True,1.0,False
american crop protection association,american crop protection assoc,True,True,1.0,False
asset management company,antler amusement company,False,False,0.0,False
american communications association,american communications assn,True,True,1.0,False
law office of alan b exelrod,law office of brad bole,True,False,0.0,True
monika henzinger,monika rauch henzinger,True,True,1.0,False
rhythmic,rythmic rhytmic,True,False,1.0,False
